"goal","amount_pledged","backer_count","comment_count","update_coun","has_video","body_length","body_image_count","body_video_count","raw_location","currency","end_date","start_date","status","category","subcategory"
2000,2026,28,5,4,1,3027,0,0,"Denver, CO","USD",2014-11-13,2014-10-14,6,"publishing","Children's Books"
5000,0,0,0,0,1,612,0,0,"Liverpool, UK","GBP",2012-12-15,2012-11-15,3,"film & video","Shorts"
1517,NA,NA,0,0,0,577,1,0,"Jerez, Spain","USD",2016-10-21,2016-09-21,4,"food","Cookbooks"
2500,2630,31,4,3,1,3372,2,0,"Williston, ND","USD",2012-04-07,2012-03-08,6,"film & video","Documentary"
2000,2000,11,1,1,1,885,0,0,"Washington, DC","USD",2012-07-13,2012-06-29,6,"theater","Theater"
4000,1830,23,4,1,1,1530,0,0,"Atlanta, GA","USD",2011-03-19,2011-02-17,3,"music","Music"
10000,3,3,0,0,0,3956,0,0,"Seattle, WA","USD",2015-02-26,2015-01-26,3,"journalism","Photo"
40000,2,2,0,0,0,596,0,0,"Brussels, Belgium","EUR",2016-05-29,2016-04-29,3,"journalism","Video"
8000,617,16,0,4,1,3772,0,1,"San Antonio, TX","USD",2013-10-23,2013-09-08,3,"games","Tabletop Games"
5000,20,1,0,0,1,628,0,0,"Orlando, FL","USD",2011-03-02,2011-01-31,3,"music","Pop"
2500,2663,61,0,3,1,3910,1,0,"Boston, MA","USD",2014-12-08,2014-10-31,6,"music","Rock"
2000,330,9,0,0,1,877,0,0,"Oxford, Fairhaven, MA","USD",2012-06-13,2012-05-14,3,"music","Music"
1000,1076,29,3,30,1,8389,18,0,"New Orleans, LA","USD",2015-04-02,2015-02-01,6,"comics","Comics"
5000,345,9,0,0,1,9834,1,0,"Houlton, ME","USD",2014-01-05,2013-11-26,3,"publishing","Publishing"
11000,11269,133,12,3,1,17867,0,0,"Sunnyvale, CA","USD",2013-02-06,2013-01-07,6,"publishing","Fiction"
5000,906,61,1,0,1,3533,3,1,"Birmingham, UK","GBP",2014-05-09,2014-03-10,3,"art","Public Art"
20000,4470,38,0,3,1,2155,0,0,"New York, NY","USD",2015-07-22,2015-06-22,3,"theater","Immersive"
7500,8465,121,6,10,1,3464,0,0,"Charleston, SC","USD",2011-02-22,2011-01-17,6,"music","Rock"
850,151,8,0,0,1,710,1,0,"Baltimore, MD","USD",2014-07-20,2014-06-30,3,"music","Electronic Music"
300000,0,0,0,0,1,359,0,0,"Los Angeles, CA","USD",2012-08-17,2012-06-18,3,"film & video","Film & Video"
3500,4080,69,19,14,1,4004,14,0,"London, UK","GBP",2014-04-04,2014-02-28,6,"design","Design"
8000,8649,159,18,5,1,3716,0,0,"Temuco, Chile","USD",2011-04-28,2011-03-08,6,"fashion","Fashion"
9000,10703,181,4,12,1,2116,0,0,"Boston, MA","USD",2011-10-12,2011-09-10,6,"music","Indie Rock"
400,830,5,1,4,1,9926,15,0,"Santa Fe, NM","USD",2016-06-07,2016-05-08,6,"art","Sculpture"
3000,0,0,0,0,0,761,0,0,"Palm Beach Gardens, FL","USD",2015-06-05,2015-04-07,1,"technology","Web"
25000,80,3,0,4,0,3087,0,0,"New York, NY","USD",2010-10-31,2010-09-27,1,"theater","Theater"
30000,0,0,0,1,0,417,0,0,"Dublin, Ireland","EUR",2014-11-25,2014-10-21,1,"music","Metal"
500,1121,28,0,13,1,1879,6,0,"Clarion, IA","USD",2015-06-21,2015-06-05,6,"comics","Comic Books"
35000,75,2,1,0,1,761,0,0,"Chicago, IL","USD",2016-05-14,2016-03-31,3,"music","Faith"
1000,22,2,0,0,0,711,0,0,"Harrogate, UK","GBP",2014-08-23,2014-07-24,3,"crafts","Crafts"
3173,5493,81,0,8,1,748,0,0,"","USD",2010-01-03,2009-12-09,6,"music","Music"
7000,7365,75,3,3,1,3146,3,0,"East Hampton, NY","USD",2015-01-08,2014-12-09,6,"theater","Plays"
35000,5422,76,2,2,1,3376,18,1,"Buffalo, NY","USD",2016-02-21,2016-01-19,3,"photography","Photobooks"
4000,4210,52,0,0,1,2083,0,0,"San Francisco, CA","USD",2014-10-04,2014-09-03,6,"music","Country & Folk"
1500,1710,54,1,0,1,5811,0,0,"Manhattan, NY","USD",2012-02-14,2012-01-14,6,"music","Classical Music"
3000,2528,5,0,0,1,2889,1,0,"Los Angeles, CA","CAD",2013-12-25,2013-11-27,3,"film & video","Documentary"
648,NA,NA,0,2,1,1424,11,0,"Nottingham, UK","USD",2016-10-09,2016-09-25,4,"comics","Anthologies"
5000,352700,3579,596,39,1,3973,9,1,"Hermosa Beach, CA","USD",2013-04-04,2013-03-07,6,"technology","DIY Electronics"
5000,0,0,0,0,0,623,0,0,"Katy, TX","USD",2011-06-07,2011-05-18,3,"design","Product Design"
3000,300,5,1,0,1,769,0,0,"","USD",2010-09-07,2010-07-22,3,"music","Music"
1200,170,4,0,10,1,935,0,0,"Santa Rosa Beach, FL","USD",2015-08-24,2015-07-25,3,"fashion","Jewelry"
2500,74,12,3,1,1,1919,14,0,"Wichita, KS","USD",2014-08-01,2014-07-02,3,"games","Games"
40000,5,1,1,0,0,536,0,0,"Chicago, IL","USD",2015-01-25,2014-12-11,3,"publishing","Nonfiction"
2750,193,7,0,0,0,1611,13,0,"Derbyshire, UK","GBP",2014-02-28,2014-01-24,3,"design","Graphic Design"
250000,2,2,0,0,0,857,0,0,"Traverse City, MI","USD",2015-02-20,2015-01-21,3,"theater","Plays"
5500,0,0,0,0,1,1563,0,0,"Marana, AZ","USD",2015-06-13,2015-05-14,3,"art","Art"
20000,21126,13,3,0,1,5793,6,0,"Brooklyn, NY","USD",2015-08-22,2015-06-23,6,"film & video","Documentary"
4000,340,24,4,39,1,1670,0,0,"Burton Constable, UK","GBP",2014-09-02,2014-07-28,3,"music","Music"
10000,0,0,0,0,0,201,0,0,"Atlanta, GA","USD",2016-04-15,2016-03-01,3,"food","Restaurants"
8000,924,14,0,0,1,2768,13,0,"Los Angeles, CA","USD",2016-05-01,2016-03-31,3,"fashion","Apparel"
600,0,0,0,0,0,986,0,1,"Toronto, Canada","CAD",2015-08-31,2015-07-15,3,"publishing","Poetry"
20000,1007,15,0,3,1,1237,9,0,"Ijlst, Netherlands","EUR",2016-02-04,2016-01-05,3,"games","Mobile Games"
2100,2458,72,2,5,0,967,0,0,"Chicago, IL","USD",2012-07-06,2012-06-06,6,"music","Music"
800,830,22,0,0,1,3535,0,0,"Denver, CO","USD",2012-01-18,2011-12-19,6,"art","Mixed Media"
10000,10508,98,0,8,1,2684,15,0,"San Francisco, CA","USD",2015-11-19,2015-10-20,6,"publishing","Children's Books"
20000,11,2,0,0,0,737,0,0,"Kokomo, IN","USD",2016-01-04,2015-11-05,3,"games","Mobile Games"
2500,989,19,2,5,1,2036,9,0,"Los Angeles, CA","USD",2014-12-22,2014-11-22,3,"fashion","Accessories"
1000,326,3,0,2,1,1173,0,0,"Chicago, IL","USD",2013-12-22,2013-11-22,3,"publishing","Nonfiction"
20000,105,2,0,0,0,1469,5,0,"Norfolk, UK","GBP",2016-04-12,2016-02-12,3,"film & video","Movie Theaters"
30000,2276,21,0,0,1,1736,33,0,"Hollywood, FL","USD",2015-10-01,2015-09-01,3,"film & video","Thrillers"
5500,66,4,0,0,0,1614,0,2,"Birmingham, UK","GBP",2014-08-04,2014-06-05,3,"technology","Apps"
1200,1200,24,3,0,1,1241,2,1,"Valencia, Spain","EUR",2015-11-25,2015-10-14,6,"music","Metal"
60000,100,1,0,1,0,0,0,0,"Dural, AU","AUD",2015-05-19,2015-04-14,3,"food","Restaurants"
6000,446,21,14,1,1,5949,18,0,"Montecatini, Italy","GBP",2014-02-23,2014-01-24,3,"food","Food"
500,510,13,1,2,1,6559,10,0,"Dublin, Ireland","EUR",2015-07-15,2015-06-15,6,"art","Art"
900,1561,59,2,4,1,2228,0,0,"Lewes, UK","GBP",2013-03-09,2013-02-07,6,"music","Indie Rock"
15000,315,10,0,1,1,1696,5,1,"Upper Freehold, NJ","USD",2011-05-24,2011-04-18,3,"food","Food"
750,60,2,0,0,0,846,0,0,"Portland, OR","USD",2015-04-03,2015-03-04,3,"comics","Comics"
5000,5412,94,7,7,1,1951,6,0,"Cedar Rapids, IA","USD",2016-04-13,2016-03-14,6,"design","Product Design"
8000,756,12,1,0,1,2720,5,0,"Philadelphia, PA","USD",2013-08-02,2013-07-01,3,"fashion","Fashion"
12000,1291,8,2,2,0,1471,9,1,"Los Angeles, CA","USD",2015-07-11,2015-05-12,3,"film & video","Shorts"
14000,2689,67,48,1,1,3116,4,0,"Wichita, KS","USD",2016-06-11,2016-05-12,1,"art","Painting"
50000,0,0,0,0,1,1000,0,0,"Gardena, CA","USD",2016-02-03,2016-01-04,3,"fashion","Apparel"
1500,0,0,0,1,0,0,0,0,"Bronx, NY","USD",2015-03-06,2015-01-20,3,"fashion","Jewelry"
1300,1651,41,2,7,1,5836,10,0,"Tokyo, Japan","GBP",2014-04-25,2014-03-26,6,"film & video","Shorts"
15000,200,3,0,0,1,1831,0,0,"Kansas City, MO","USD",2012-07-05,2012-06-05,3,"fashion","Fashion"
5000,5225,50,1,16,1,3571,0,0,"Los Angeles, CA","USD",2012-03-26,2012-02-13,6,"film & video","Shorts"
10000,28,2,0,0,1,2021,20,0,"Los Angeles, CA","USD",2013-02-12,2013-01-18,3,"fashion","Fashion"
5500,1231,18,0,0,1,4619,11,0,"Silver Bow, MT","USD",2013-09-09,2013-08-02,3,"photography","Photography"
6500,6602,191,96,30,0,2823,6,0,"San Diego, CA","USD",2013-08-03,2013-06-19,6,"games","Tabletop Games"
500,575,20,1,1,1,1439,1,0,"Denver, CO","USD",2012-10-08,2012-09-18,6,"music","Music"
6000,251,4,0,0,1,659,20,0,"Las Vegas, NV","USD",2014-08-15,2014-06-16,3,"fashion","Fashion"
500,85,2,0,0,0,1791,0,0,"Evansville, IN","USD",2016-05-22,2016-04-22,3,"publishing","Fiction"
2500,2596,60,0,5,1,774,0,2,"Chicago, IL","USD",2013-09-21,2013-08-13,6,"music","Music"
18000,535,10,2,0,1,1797,0,0,"St. Louis, MO","USD",2011-08-24,2011-07-08,3,"film & video","Documentary"
150000,51,3,0,0,1,0,0,0,"Zeddam, Netherlands","EUR",2016-07-27,2016-06-27,3,"technology","Apps"
200,2090,61,3,2,1,197,6,0,"Austin, TX","USD",2012-12-05,2012-11-05,6,"fashion","Fashion"
20000,0,0,0,0,1,1357,0,1,"Washington, DC","USD",2012-12-28,2012-10-29,3,"film & video","Film & Video"
5000,530,7,0,1,1,3658,3,0,"Los Angeles, CA","USD",2012-09-26,2012-08-27,1,"music","Music"
15000,39,4,0,2,1,3005,0,0,"Austin, TX","USD",2016-03-11,2016-01-11,1,"publishing","Academic"
15000,16893,110,4,9,1,9639,20,0,"Salt Lake City, UT","USD",2014-11-01,2014-10-01,6,"film & video","Documentary"
2000,2588,165,14,8,1,2115,5,0,"Mantovana, Italy","EUR",2015-10-17,2015-09-20,6,"games","Tabletop Games"
3000,747,9,1,6,1,3206,1,0,"Denver, CO","USD",2014-01-26,2013-12-27,3,"publishing","Nonfiction"
2000,2035,55,0,2,1,2547,0,0,"New York, NY","USD",2010-08-08,2010-07-17,6,"film & video","Shorts"
600,829,20,0,8,1,1185,8,0,"Vancouver, Canada","CAD",2013-10-12,2013-09-09,6,"art","Painting"
3500,3747,86,9,3,1,5139,2,0,"Laconia, NH","USD",2013-01-06,2012-12-12,6,"publishing","Periodicals"
39000,3101,35,4,0,1,0,0,0,"Naples, Italy","EUR",2016-08-30,2016-08-03,1,"games","Tabletop Games"
7500,10,1,0,0,0,1437,2,0,"Los Angeles, CA","USD",2014-06-05,2014-05-06,3,"film & video","Webseries"
20000,1326,29,10,6,1,396,0,0,"Irvine, CA","USD",2013-08-08,2013-07-09,3,"technology","Hardware"
3000,0,0,0,0,1,2357,0,0,"Baltimore, MD","USD",2010-12-25,2010-11-25,3,"games","Video Games"
9400,1755,26,0,0,1,1864,0,0,"San Francisco, CA","USD",2016-03-01,2016-01-27,3,"film & video","Shorts"
3000,170,4,0,0,1,1598,0,0,"New York, NY","USD",2011-03-11,2011-02-09,3,"film & video","Webseries"
3000,15,3,0,0,0,3051,2,0,"Beacon, NY","USD",2015-11-14,2015-09-15,3,"art","Performance Art"
50000,80479,126,77,10,1,4557,31,1,"Miami, FL","USD",2016-01-24,2015-12-15,1,"technology","Flight"
10000,62736,479,72,9,1,3751,9,3,"New Britain, CT","USD",2012-04-28,2012-03-27,6,"art","Painting"
24000,24486,1171,482,21,1,3005,19,0,"Salt Lake City, UT","USD",2013-06-23,2013-05-24,6,"design","Product Design"
19000,31805,442,263,55,1,7999,31,2,"Fort Lauderdale, FL","USD",2014-05-14,2014-03-30,6,"games","Tabletop Games"
400,1396,33,8,3,1,1357,8,0,"Seattle, WA","USD",2015-02-05,2015-01-16,6,"comics","Comic Books"
5000,0,0,0,0,0,1097,0,1,"Charlotte, NC","USD",2013-07-12,2013-06-12,3,"film & video","Narrative Film"
17000,19114,90,10,4,1,1563,1,0,"Los Angeles, CA","USD",2014-09-14,2014-09-01,6,"fashion","Fashion"
4000,0,0,0,0,0,1382,0,0,"Sacramento, CA","USD",2011-04-08,2011-01-07,3,"music","Rock"
2000,2027,64,4,3,1,4902,0,0,"Portland, OR","USD",2012-05-01,2012-03-18,6,"music","Rock"
4000,597,42,3,0,0,1033,8,0,"San Jose, CA","USD",2015-05-22,2015-04-07,3,"fashion","Accessories"
1000,5,1,0,0,0,715,27,1,"West Sussex, UK","GBP",2015-12-19,2015-11-17,3,"photography","Places"
75000,0,0,0,0,0,710,1,0,"Washington, DC","USD",2014-10-16,2014-09-16,3,"technology","Apps"
15000,1480,27,2,0,1,4199,3,1,"Nyack, NY","USD",2012-01-01,2011-11-18,3,"music","Electronic Music"
3000,4921,45,0,1,1,2587,0,0,"Jersey City, NJ","USD",2011-07-20,2011-05-21,6,"music","Rock"
3500,3752,59,0,3,1,2080,1,0,"Black Rock City, NV","USD",2012-08-05,2012-07-23,6,"art","Public Art"
700,703,14,5,11,1,4971,3,0,"San Diego, CA","USD",2012-05-13,2012-04-10,6,"publishing","Fiction"
7000,9267,197,7,12,1,1861,0,0,"Boston, MA","CAD",2014-11-02,2014-10-03,6,"music","World Music"
4500,25,1,0,0,1,4415,0,0,"Monterey, CA","USD",2013-07-20,2013-07-09,3,"photography","Photography"
2000,0,0,0,0,0,1698,0,3,"Lafayette, LA","USD",2012-07-22,2012-07-02,3,"film & video","Film & Video"
10000,28,2,0,0,0,1101,0,0,"London, UK","GBP",2015-10-18,2015-09-18,3,"technology","Apps"
1100,5,1,0,0,0,2257,0,0,"Ottawa, Canada","CAD",2014-06-06,2014-05-27,3,"photography","Photography"
1000,1032,53,3,8,1,7456,21,3,"Garden Grove, CA","USD",2013-12-25,2013-11-25,6,"games","Video Games"
5000,425,8,0,4,1,2173,0,0,"San Diego, CA","USD",2011-06-23,2011-05-24,3,"publishing","Children's Books"
2500,2923,28,0,0,1,328,0,0,"Colorado Springs, CO","USD",2015-03-09,2015-02-07,6,"publishing","Nonfiction"
22000,0,0,0,0,0,764,0,0,"Mesa, AZ","USD",2016-04-14,2016-03-31,3,"crafts","Candles"
40,6,2,0,0,0,311,0,0,"Belvidere, IL","USD",2014-09-05,2014-08-06,3,"food","Small Batch"
6000,6550,9,0,6,1,2064,0,0,"Los Angeles, CA","USD",2013-06-20,2013-04-21,6,"film & video","Shorts"
5000,0,0,0,0,0,2124,20,0,"Amelia, OH","USD",2013-10-19,2013-09-19,3,"fashion","Fashion"
1000,178,5,0,0,0,1395,7,0,"Mooers Forks, NY","USD",2015-04-19,2015-03-20,3,"art","Painting"
200,26,4,1,0,1,1645,0,0,"Manhattan, NY","USD",2011-11-13,2011-10-14,3,"film & video","Shorts"
250000,35,2,0,2,1,1447,0,0,"New York, NY","USD",2012-05-23,2012-04-23,3,"film & video","Film & Video"
1300,17,3,0,0,0,1205,0,0,"Westerville, OH","USD",2015-03-18,2015-02-16,3,"music","Classical Music"
1000,1000,6,0,0,1,1486,0,0,"Clay City, IL","USD",2012-12-01,2012-11-01,6,"film & video","Documentary"
5000,NA,NA,0,0,1,319,0,0,"Atlanta, GA","USD",2016-09-15,2016-07-17,3,"publishing","Nonfiction"
5500,5564,26,1,10,1,1176,0,0,"Vancouver, Canada","CAD",2014-07-22,2014-06-22,6,"film & video","Shorts"
30000,12717,157,0,2,1,1110,14,0,"Minneapolis, MN","USD",2013-01-16,2012-12-12,3,"fashion","Fashion"
25000,10,1,0,0,1,3318,0,0,"Los Angeles, CA","USD",2014-03-02,2014-01-31,1,"technology","Software"
50000,129796,997,602,22,1,4508,32,0,"Richardson, TX","USD",2015-11-05,2015-10-05,6,"design","Product Design"
1750,1867,41,0,0,0,2253,0,0,"Guilford Center, VT","USD",2015-09-16,2015-08-17,6,"theater","Spaces"
1200,1220,24,3,0,0,1054,0,0,"New York, NY","USD",2012-07-01,2012-05-14,6,"theater","Theater"
500,521,18,0,1,1,3083,3,0,"Cardiff, UK","GBP",2014-04-07,2014-03-03,6,"film & video","Shorts"
100,177,11,0,3,0,847,0,1,"Brighton and Hove City, UK","GBP",2014-03-23,2014-02-21,6,"film & video","Shorts"
14000,213,5,2,0,1,1811,4,0,"Bristol, CT","USD",2012-03-20,2012-02-24,3,"technology","Technology"
9000,260,9,1,0,0,1839,5,0,"Sheboygan Falls, WI","USD",2013-05-22,2013-04-22,3,"food","Food"
40000,23132,212,41,4,1,6907,34,0,"Melbourne, AU","USD",2014-12-09,2014-11-09,3,"design","Product Design"
30000,440,4,0,3,0,1741,3,5,"Los Angeles, CA","USD",2015-09-14,2015-08-15,3,"fashion","Apparel"
2800,252,9,0,0,0,3605,6,0,"Savannah, GA","USD",2016-06-04,2016-04-25,3,"art","Conceptual Art"
500,0,0,0,0,1,447,0,0,"Mahwah, NJ","USD",2015-03-26,2015-02-24,1,"film & video","Drama"
5500,0,0,0,0,1,993,0,0,"Chicago, IL","USD",2011-11-16,2011-10-18,1,"film & video","Shorts"
8000,1558,21,9,6,1,7001,40,0,"Waterford, WI","USD",2014-10-20,2014-09-17,1,"games","Tabletop Games"
1400,1450,23,6,9,1,1190,0,0,"","USD",2010-09-27,2010-08-26,6,"film & video","Shorts"
100000,108867,289,48,35,1,134,4,0,"Salt Lake City, UT","USD",2014-04-17,2014-03-08,6,"design","Product Design"
300,0,0,0,0,0,312,0,0,"Miami, FL","USD",2015-06-19,2015-05-19,3,"film & video","Comedy"
3000,3177,71,1,1,0,1850,0,0,"Washington, DC","USD",2014-05-18,2014-05-03,6,"theater","Theater"
300,2340,71,81,47,1,4058,4,0,"Atlanta, GA","USD",2013-09-13,2013-08-14,6,"games","Tabletop Games"
50000,2710,15,0,0,1,5042,1,0,"Chicago, IL","USD",2011-07-30,2011-05-16,3,"film & video","Documentary"
2100,NA,NA,0,0,1,443,0,0,"Conway, SC","USD",2016-09-23,2016-08-24,3,"publishing","Children's Books"
65000,82781,271,159,27,1,9973,41,5,"San Francisco, CA","USD",2014-10-17,2014-09-17,6,"technology","Sound"
10000,300,6,0,0,1,2201,0,0,"New York, NY","USD",2015-10-23,2015-09-08,3,"food","Restaurants"
1650,914,30,1,4,1,303,0,0,"San Francisco, CA","USD",2013-04-04,2013-03-09,3,"music","Pop"
1000,0,0,0,0,0,1603,0,0,"Charlotte, NC","USD",2011-06-05,2011-05-06,3,"publishing","Poetry"
12500,25287,849,183,36,1,4643,1,0,"Portland, OR","USD",2013-05-22,2013-04-22,6,"film & video","Film & Video"
2000,2190,29,3,6,1,847,0,0,"Longview, TX","USD",2012-07-21,2012-06-21,6,"music","Rock"
12000,81,4,0,4,1,3007,13,0,"Rialto, CA","USD",2014-11-26,2014-10-27,3,"games","Games"
25000,960,17,0,0,1,2782,0,0,"Boston, MA","USD",2013-03-18,2013-02-04,1,"food","Food"
10000,0,0,0,0,1,2620,0,0,"Los Angeles, CA","USD",2010-07-01,2010-04-23,1,"music","Country & Folk"
10000,1,1,0,0,0,1491,0,0,"Warrington, UK","GBP",2014-12-31,2014-12-11,3,"publishing","Fiction"
3500,215,6,0,0,1,7084,10,0,"New York, NY","USD",2013-07-09,2013-06-09,3,"film & video","Film & Video"
135000,30,1,0,0,0,581,0,0,"Celina, TX","USD",2016-05-20,2016-04-20,3,"food","Restaurants"
5000,1660,37,2,8,1,2642,13,0,"Redmond, WA","USD",2013-10-04,2013-09-04,3,"art","Digital Art"
25000,1500,15,3,0,1,989,0,0,"Dallas, TX","USD",2012-05-16,2012-04-16,3,"film & video","Documentary"
3600,1519,33,0,4,1,2055,0,0,"Bend, OR","USD",2012-07-17,2012-06-05,3,"publishing","Nonfiction"
3000,55,3,0,0,0,855,0,0,"Denver, CO","USD",2014-05-18,2014-03-19,1,"fashion","Fashion"
5000,60,4,1,1,0,883,0,0,"Los Angeles, CA","USD",2011-05-26,2011-04-11,3,"design","Graphic Design"
7500,8035,123,9,12,1,923,6,0,"New York, NY","USD",2013-03-07,2013-02-04,6,"film & video","Shorts"
25000,0,0,0,0,0,388,0,0,"Pflugerville, TX","USD",2014-09-11,2014-08-12,3,"food","Food"
100000,135002,2279,778,27,1,6874,9,2,"New York, NY","USD",2012-07-22,2012-06-14,6,"design","Product Design"
15000,0,0,0,0,1,0,0,1,"Garland, UT","USD",2015-02-02,2015-01-03,1,"music","Classical Music"
5000,29294,1479,113,15,1,0,0,0,"Layton, UT","USD",2016-07-08,2016-06-16,6,"games","Tabletop Games"
4000,4010,29,0,0,1,2036,0,0,"Houston, TX","USD",2015-12-24,2015-11-09,6,"film & video","Music Videos"
150,10,1,0,0,1,1136,0,0,"Bridgwater, UK","GBP",2014-05-06,2014-04-22,3,"crafts","Crafts"
3000,139,3,0,0,0,1347,0,0,"Laurel, MD","USD",2015-12-30,2015-11-30,3,"publishing","Young Adult"
100000,10112,54,8,5,1,6313,39,0,"Austin, TX","USD",2015-08-13,2015-07-14,1,"technology","Wearables"
18000,24182,416,10,21,1,0,0,0,"Los Angeles, CA","USD",2016-07-06,2016-06-06,6,"publishing","Art Books"
5000,5273,57,3,34,1,2454,0,0,"Warren, OR","USD",2012-04-13,2012-03-14,6,"music","Country & Folk"
1000,27,3,0,1,0,943,3,0,"Sacramento, CA","USD",2014-08-25,2014-07-28,1,"design","Graphic Design"
6000,6030,19,3,10,1,3930,0,0,"Park City, UT","USD",2011-01-11,2010-11-11,6,"games","Video Games"
1500,1500,13,0,0,0,207,0,1,"Brea, CA","USD",2012-08-11,2012-07-12,6,"music","Rock"
1000,0,0,0,0,0,0,0,0,"Barstow, CA","USD",2011-07-18,2011-06-22,3,"music","Rock"
50000,2996,60,4,2,1,843,3,0,"Toronto, Canada","CAD",2015-11-22,2015-10-23,3,"technology","Technology"
100000,772,7,3,6,1,1619,0,0,"Atlanta, GA","USD",2011-03-23,2010-12-23,3,"film & video","Documentary"
500000,567,12,0,0,1,1341,5,0,"Sundsvall, Sweden","SEK",2016-05-16,2016-03-17,3,"technology","Apps"
1800000,1647,17,0,3,0,5912,1,0,"Sandy, UT","USD",2013-07-25,2013-06-25,3,"games","Video Games"
15000,995,13,0,3,1,1541,0,3,"Grand Rapids, MI","USD",2011-12-31,2011-11-16,3,"art","Sculpture"
2500,0,0,0,3,1,316,0,0,"Dallas, TX","USD",2015-06-04,2015-05-05,3,"fashion","Jewelry"
2750,302,8,0,1,1,291,0,0,"Detroit, MI","USD",2015-08-03,2015-07-19,3,"crafts","Crafts"
900,900,17,0,1,1,1229,0,0,"Olean, NY","USD",2014-01-25,2013-12-23,6,"music","Rock"
49000,0,0,0,0,1,2282,6,0,"Toronto, Canada","CAD",2014-01-31,2014-01-01,3,"film & video","Film & Video"
12000,12600,136,3,5,1,5158,17,0,"Brooklyn, NY","USD",2015-11-04,2015-10-02,6,"film & video","Family"
44000,2,2,0,2,0,753,0,0,"Amsterdam, Netherlands","EUR",2016-01-11,2015-12-20,3,"technology","Apps"
100000,2842,38,4,1,1,3707,12,0,"Los Angeles, CA","USD",2016-04-06,2016-02-21,1,"technology","Wearables"
270,8,4,0,0,0,150,0,0,"Brooklyn, NY","USD",2015-03-06,2015-02-27,3,"fashion","Apparel"
4000,5010,103,7,0,1,1566,0,0,"Orlando, FL","USD",2014-04-11,2014-03-18,6,"music","Music"
3500,3650,57,0,2,0,2868,4,0,"Minot, ND","USD",2013-11-15,2013-10-16,6,"art","Mixed Media"
5000,0,0,0,0,0,698,0,0,"Columbiana, AL","USD",2014-08-08,2014-07-09,1,"food","Cookbooks"
1000,156,4,0,0,1,2789,0,0,"Baalbek, Lebanon","USD",2009-12-10,2009-11-10,3,"journalism","Journalism"
15000,0,0,0,0,0,654,0,0,"Los Angeles, CA","USD",2012-02-24,2012-01-25,3,"music","Hip-Hop"
8000,NA,NA,24,12,1,3541,25,0,"Los Angeles, CA","USD",2016-10-06,2016-09-06,4,"games","Tabletop Games"
2500,10,2,0,0,0,453,0,0,"Oxon Hill, MD","USD",2016-01-01,2015-12-04,3,"music","Indie Rock"
4000,518,15,0,0,1,7222,4,0,"Edinburgh, UK","GBP",2015-03-09,2015-02-07,3,"photography","People"
8000,8017,87,3,0,1,5147,0,0,"Flint, MI","USD",2014-09-19,2014-08-20,6,"theater","Theater"
20000,22956,86,3,13,1,6381,15,0,"Orange, CA","USD",2013-09-24,2013-08-27,6,"film & video","Shorts"
50000,68246,229,1,3,1,3192,9,0,"Wellfleet, MA","USD",2013-11-09,2013-10-10,6,"design","Design"
350000,107,6,3,2,0,5933,3,2,"Wakefield, UK","GBP",2013-02-02,2013-01-03,3,"games","Games"
20000,25454,313,30,35,1,9969,23,5,"Boulder, CO","USD",2013-09-21,2013-08-12,6,"games","Video Games"
1000,1101,32,0,0,1,486,0,0,"Hollywood, Los Angeles, CA","USD",2014-03-31,2014-02-19,6,"music","Rock"
2000,6,2,0,1,1,466,0,0,"Chicago, IL","USD",2016-03-22,2016-02-11,3,"music","Electronic Music"
2500,5228,92,2,7,1,3146,2,0,"North Little Rock, AR","USD",2014-12-08,2014-12-01,6,"music","Country & Folk"
1110,16,1,0,0,1,542,8,0,"Brooklyn, NY","USD",2014-03-21,2014-02-19,1,"games","Games"
11000,10,2,0,0,1,1233,0,0,"Phoenix, AZ","USD",2014-07-02,2014-06-02,3,"film & video","Comedy"
19200,170002,1280,724,24,1,6267,18,0,"Cambridge, MA","USD",2013-11-21,2013-10-22,6,"design","Product Design"
24000,50,2,0,0,1,1763,0,0,"Tucson, AZ","USD",2013-09-25,2013-08-26,3,"art","Public Art"
8200,2643,18,0,6,1,2479,23,1,"Hilton Head Island, SC","USD",2012-06-25,2012-05-30,3,"art","Digital Art"
2500,3141,25,4,2,0,1835,0,0,"London, UK","GBP",2016-01-31,2015-12-20,6,"film & video","Documentary"
325,412,21,3,12,1,5321,3,0,"Boulder, WY","USD",2014-08-09,2014-07-18,6,"art","Art"
1000,278,23,2,5,1,213,5,0,"Salt Lake City, UT","USD",2015-07-06,2015-05-27,3,"design","Product Design"
5000,1872,32,1,3,1,1913,4,0,"Guttenberg, IA","USD",2015-01-06,2014-11-07,3,"art","Art"
20000,61,4,0,3,1,10036,7,0,"Vidor, TX","USD",2013-06-30,2013-05-31,3,"games","Video Games"
55000,105,3,0,2,0,2184,7,0,"Colorado Springs, CO","USD",2015-07-15,2015-06-15,1,"technology","Robots"
3000,3186,41,0,3,1,2144,4,0,"Miami, FL","USD",2015-11-28,2015-10-29,6,"film & video","Webseries"
32000,90,2,1,0,1,2788,0,0,"Milwaukee, WI","USD",2011-03-10,2011-01-24,3,"film & video","Shorts"
1100,4,1,1,0,1,2295,0,0,"Cincinnati, OH","USD",2015-01-18,2014-12-17,3,"music","World Music"
5000,0,0,0,0,0,1032,0,0,"Dubuque, IA","USD",2016-05-26,2016-04-26,3,"design","Product Design"
